indicator,year,month,avg_concentration
Медь,2012,10,138.0
Медь,2012,11,66.33333333333333
Медь,2012,12,139.66666666666666
Медь,2013,1,173.33333333333334
Медь,2013,2,100.0
Медь,2013,3,189.0
Медь,2013,4,156.6
Медь,2013,5,136.5
Медь,2013,6,193.5
Медь,2013,7,423.0
Медь,2013,8,100.0
Медь,2013,9,201.0
Медь,2013,10,125.0
Медь,2013,11,233.5
Медь,2013,12,178.0
Медь,2014,1,334.0
Медь,2014,2,238.0
Медь,2014,3,320.0
Медь,2014,4,390.0
Медь,2014,5,126.4
Медь,2014,6,71.66666666666667
Медь,2014,7,53.0
Медь,2014,8,101.25
Медь,2014,9,66.66666666666667
Медь,2014,10,72.33333333333333
Медь,2014,11,64.2
Медь,2014,12,68.5
Медь,2015,1,53.0
Медь,2015,3,150.66666666666666
Медь,2015,4,90.6
Медь,2015,5,88.8
Медь,2015,6,74.93333333333334
Медь,2015,7,77.75
Медь,2015,8,64.25
Медь,2015,9,58.25
Медь,2015,10,97.0
Медь,2015,12,72.0
Медь,2016,1,79.5
Медь,2016,2,95.66666666666667
Медь,2016,3,102.0
Медь,2016,4,129.14285714285714
Медь,2016,5,120.0909090909091
Медь,2016,6,75.5
Медь,2016,7,71.28571428571429
Медь,2016,8,176.5
Медь,2016,9,69.42857142857143
Медь,2016,10,74.75
Медь,2016,11,91.71428571428571
Медь,2016,12,73.5
Медь,2017,1,113.5
Медь,2017,2,92.66666666666667
Медь,2017,3,300.6666666666667
Медь,2017,4,90.66666666666667
Медь,2017,5,171.16666666666666
Медь,2017,6,82.0
Медь,2017,7,101.5
Медь,2017,8,134.33333333333334
Медь,2017,10,82.33333333333333
Медь,2017,11,68.5
Медь,2017,12,87.66666666666667
Медь,2018,1,81.0
Медь,2018,2,70.0
Медь,2018,3,85.0
Медь,2018,4,178.25
Медь,2018,5,61.333333333333336
Медь,2018,6,69.0
Медь,2018,7,57.2
Медь,2018,8,103.66666666666667
Медь,2018,10,55.0
Медь,2018,11,62.5
Медь,2018,12,100.5
Медь,2019,1,116.5
Медь,2019,3,73.16666666666667
Медь,2019,4,139.83333333333334
Медь,2019,5,72.25
Медь,2019,6,67.0
Медь,2019,7,75.0
Медь,2019,8,84.0
Медь,2019,9,86.875
Медь,2019,10,189.125
Медь,2019,11,177.66666666666666
Медь,2019,12,92.0
Медь,2020,1,106.0
Медь,2020,2,81.5
Медь,2020,4,94.625
Медь,2020,5,188.0
Медь,2020,6,123.0
Медь,2020,7,135.5
Медь,2020,8,96.0
Медь,2020,9,93.8
Медь,2020,10,89.0
Медь,2020,11,89.0
Медь,2020,12,108.66666666666667
Медь,2021,1,140.33333333333334
Медь,2021,2,96.0
Медь,2021,3,125.0
Медь,2021,4,323.7142857142857
Медь,2021,5,96.8
Медь,2021,6,120.0
Медь,2021,7,147.0
Медь,2021,8,98.33333333333333
Метанол,2016,7,58.0
Метанол,2016,9,79.5
Метанол,2016,10,77.0
Метанол,2017,3,68.0
Молибден,2008,3,10.0
Молибден,2008,4,12.5
Молибден,2008,5,10.666666666666666
Молибден,2008,6,8.0
Молибден,2008,7,10.0
Молибден,2008,9,11.5
Молибден,2009,3,19.0
Молибден,2009,4,15.5
Молибден,2009,5,18.0
Молибден,2009,6,8.0
Молибден,2009,7,31.0
Молибден,2009,9,12.0
Молибден,2009,10,11.333333333333334
Молибден,2010,3,17.0
Молибден,2010,4,15.5
Молибден,2010,5,6.0
Молибден,2010,6,10.0
Молибден,2010,7,12.9
Молибден,2010,9,11.5
Молибден,2010,10,12.0
Молибден,2011,3,11.0
Молибден,2011,6,7.0
Молибден,2011,7,9.333333333333334
Молибден,2011,9,12.5
Молибден,2011,10,6.0
Молибден,2012,4,15.0
Молибден,2012,5,7.0
Молибден,2012,6,13.0
Молибден,2012,7,7.5
Молибден,2012,8,7.0
Молибден,2012,9,13.0
Молибден,2012,10,11.5
Молибден,2013,3,16.0
Молибден,2013,4,15.0
Молибден,2013,5,12.0
Молибден,2013,6,9.0
Молибден,2013,7,9.0
Молибден,2013,9,13.5
Молибден,2013,10,18.0
Молибден,2014,3,20.0
Молибден,2014,4,17.5
Молибден,2014,5,12.0
Молибден,2014,6,9.5
Молибден,2014,7,14.0
Молибден,2014,8,9.0
Молибден,2014,9,14.0
Молибден,2014,10,16.0
Молибден,2015,4,19.5
Молибден,2015,5,12.25
Молибден,2015,6,17.333333333333332
Молибден,2015,7,13.666666666666666
Молибден,2015,8,8.0
Молибден,2015,9,15.5
Молибден,2015,10,13.666666666666666
Молибден,2016,4,21.0
Молибден,2016,5,12.333333333333334
Молибден,2016,6,14.5
Молибден,2016,7,8.0
Молибден,2016,9,12.666666666666666
Молибден,2016,10,12.0
Молибден,2017,4,15.0
Молибден,2017,5,13.333333333333334
Молибден,2017,6,14.5
Молибден,2017,7,12.0
Молибден,2017,9,11.0
Молибден,2017,10,11.333333333333334
Молибден,2017,12,5.0
Молибден,2018,4,16.0
Молибден,2018,5,12.25
Молибден,2018,6,12.5
Молибден,2018,7,7.333333333333333
Молибден,2018,9,20.0
Молибден,2018,10,19.5
Молибден,2019,4,17.0
Молибден,2019,5,10.0
Молибден,2019,6,19.0
Молибден,2019,7,11.333333333333334
Молибден,2019,8,37.5
Молибден,2019,9,13.0
Молибден,2019,10,10.333333333333334
Молибден,2020,4,6.75
Молибден,2020,5,8.0
Молибден,2020,7,13.5
Молибден,2020,9,8.0
Молибден,2021,7,7.0
Мышьяк,2013,12,6.0
Мышьяк,2014,3,6.0
Мышьяк,2017,11,7.0
Мышьяк,2018,2,8.5
Мышьяк,2018,4,13.0
Мышьяк,2018,5,9.0
Мышьяк,2018,7,6.0
Мышьяк,2019,4,5.0
Мышьяк,2019,6,8.0
Мышьяк,2019,10,15.0
Мышьяк,2019,11,5.0
Мышьяк,2019,12,5.0
Мышьяк,2020,1,7.0
Мышьяк,2020,2,12.0
Мышьяк,2020,4,12.0
Мышьяк,2020,11,5.0
Нафталин,2020,10,233.0
Нефть и нефтепродукты,2008,1,100.0
Нефть и нефтепродукты,2008,2,90.0
Нефть и нефтепродукты,2008,3,84.5
Нефть и нефтепродукты,2008,4,112.5
Нефть и нефтепродукты,2008,5,77.0
Нефть и нефтепродукты,2008,7,94.66666666666667
Нефть и нефтепродукты,2008,11,80.5
Нефть и нефтепродукты,2008,12,100.0
Нефть и нефтепродукты,2009,2,100.0
Нефть и нефтепродукты,2009,4,52.0
Нефть и нефтепродукты,2009,5,86.0
Нефть и нефтепродукты,2009,8,224.0
Нефть и нефтепродукты,2009,10,205.45
Нефть и нефтепродукты,2009,11,100.0
Нефть и нефтепродукты,2009,12,137.0
Нефть и нефтепродукты,2010,3,100.0
Нефть и нефтепродукты,2010,4,78.0
Нефть и нефтепродукты,2010,8,161.0
Нефть и нефтепродукты,2010,10,91.0
Нефть и нефтепродукты,2010,11,58.0
Нефть и нефтепродукты,2011,1,100.0
Нефть и нефтепродукты,2011,2,100.0
Нефть и нефтепродукты,2011,3,72.0
Нефть и нефтепродукты,2011,4,100.0
Нефть и нефтепродукты,2011,5,100.0
Нефть и нефтепродукты,2011,7,100.0
Нефть и нефтепродукты,2011,8,100.0
Нефть и нефтепродукты,2011,9,100.0
Нефть и нефтепродукты,2011,10,86.0
Нефть и нефтепродукты,2012,2,100.0
Нефть и нефтепродукты,2012,3,79.5
Нефть и нефтепродукты,2012,4,66.25
Нефть и нефтепродукты,2012,5,82.0
Нефть и нефтепродукты,2012,6,59.0
Нефть и нефтепродукты,2012,7,63.25
Нефть и нефтепродукты,2012,8,80.0
Нефть и нефтепродукты,2012,10,100.0
Нефть и нефтепродукты,2012,11,100.0
Нефть и нефтепродукты,2012,12,100.0
Нефть и нефтепродукты,2013,1,100.0
Нефть и нефтепродукты,2013,2,85.0
Нефть и нефтепродукты,2013,3,100.0
Нефть и нефтепродукты,2013,4,100.33333333333333
Нефть и нефтепродукты,2013,5,58.0
Нефть и нефтепродукты,2013,6,100.0
Нефть и нефтепродукты,2013,7,66.25
Нефть и нефтепродукты,2013,8,100.0
Нефть и нефтепродукты,2013,10,100.0
Нефть и нефтепродукты,2013,11,100.0
Нефть и нефтепродукты,2013,12,362.0
Нефть и нефтепродукты,2014,1,100.0
Нефть и нефтепродукты,2014,2,67.0
Нефть и нефтепродукты,2014,3,87.33333333333333
Нефть и нефтепродукты,2014,4,75.0
Нефть и нефтепродукты,2014,5,90.0
Нефть и нефтепродукты,2014,6,78.0
Нефть и нефтепродукты,2014,7,90.5
Нефть и нефтепродукты,2014,8,70.66666666666667
Нефть и нефтепродукты,2014,10,100.0
Нефть и нефтепродукты,2014,11,91.0
Нефть и нефтепродукты,2014,12,100.0
Нефть и нефтепродукты,2015,2,100.0
Нефть и нефтепродукты,2015,3,100.0
Нефть и нефтепродукты,2015,4,100.0
Нефть и нефтепродукты,2015,5,96.0
Нефть и нефтепродукты,2015,6,100.0
Нефть и нефтепродукты,2015,8,100.0
Нефть и нефтепродукты,2015,9,100.0
Нефть и нефтепродукты,2015,10,58.666666666666664
Нефть и нефтепродукты,2015,11,100.0
Нефть и нефтепродукты,2016,2,100.0
Нефть и нефтепродукты,2016,3,78.5
Нефть и нефтепродукты,2016,4,62.0
Нефть и нефтепродукты,2016,5,100.0
Нефть и нефтепродукты,2016,6,69.0
Нефть и нефтепродукты,2016,7,100.0
Нефть и нефтепродукты,2016,8,93.0
Нефть и нефтепродукты,2016,9,97.0
Нефть и нефтепродукты,2016,11,75.0
Нефть и нефтепродукты,2016,12,78.5
Нефть и нефтепродукты,2017,1,100.0
Нефть и нефтепродукты,2017,2,100.0
Нефть и нефтепродукты,2017,3,86.71428571428571
Нефть и нефтепродукты,2017,4,93.8
Нефть и нефтепродукты,2017,5,100.0
Нефть и нефтепродукты,2017,6,88.83333333333333
Нефть и нефтепродукты,2017,8,91.0
Нефть и нефтепродукты,2017,9,74.33333333333333
Нефть и нефтепродукты,2017,10,77.0
Нефть и нефтепродукты,2017,12,78.5
Нефть и нефтепродукты,2018,2,100.0
Нефть и нефтепродукты,2018,4,100.0
Нефть и нефтепродукты,2018,6,100.0
Нефть и нефтепродукты,2018,7,100.0
Нефть и нефтепродукты,2018,8,100.0
Нефть и нефтепродукты,2018,9,100.0
Нефть и нефтепродукты,2018,10,100.0
Нефть и нефтепродукты,2018,11,57.0
Нефть и нефтепродукты,2018,12,78.0
Нефть и нефтепродукты,2019,1,86.0
Нефть и нефтепродукты,2019,3,55.0
Нефть и нефтепродукты,2019,4,281.5
Нефть и нефтепродукты,2019,5,81.5
Нефть и нефтепродукты,2019,6,79.5
Нефть и нефтепродукты,2019,7,75.0
Нефть и нефтепродукты,2019,8,100.0
Нефть и нефтепродукты,2019,10,100.0
Нефть и нефтепродукты,2019,11,93.0
Нефть и нефтепродукты,2020,1,58.666666666666664
Нефть и нефтепродукты,2020,5,97.5
Нефть и нефтепродукты,2020,6,99.28571428571429
Нефть и нефтепродукты,2020,7,80.0909090909091
Нефть и нефтепродукты,2020,8,80.0
Нефть и нефтепродукты,2020,9,78.33333333333333
Нефть и нефтепродукты,2020,10,75.81818181818181
Нефть и нефтепродукты,2020,11,68.0
Нефть и нефтепродукты,2021,1,72.5
Нефть и нефтепродукты,2021,2,100.0
Нефть и нефтепродукты,2021,5,71.66666666666667
Нефть и нефтепродукты,2021,7,82.0
Никель,2008,1,60.0
Никель,2008,2,59.0
Никель,2008,3,56.0
Никель,2008,4,61.0
Никель,2008,10,66.0
Никель,2008,11,64.0
Никель,2009,1,52.0
Никель,2009,2,64.0
Никель,2009,4,57.0
Никель,2009,9,51.0
Никель,2009,11,56.0
Никель,2009,12,52.0
Никель,2010,1,56.0
Никель,2010,2,51.0
Никель,2010,4,94.5
Никель,2010,5,52.0
Никель,2010,10,150.0
Никель,2010,11,56.5
Никель,2010,12,79.5
Никель,2011,1,54.0
Никель,2011,4,74.0
Никель,2012,11,51.0
Никель,2012,12,68.5
Никель,2013,2,56.0
Никель,2013,11,68.0
Никель,2013,12,67.0
Никель,2014,10,63.0
Никель,2015,3,55.0
Никель,2015,4,69.0
Никель,2015,11,53.0
Никель,2016,1,56.0
Никель,2016,2,56.0
Никель,2016,4,80.0
Никель,2016,7,60.0
Никель,2016,8,61.5
Никель,2016,9,64.0
Никель,2016,10,70.0
Никель,2016,11,65.0
Никель,2016,12,57.0
Никель,2017,1,67.0
Никель,2017,2,57.0
Никель,2017,3,68.0
Никель,2017,4,63.0
Никель,2017,5,74.0
Никель,2017,7,67.0
Никель,2017,8,54.0
Никель,2017,9,55.0
Никель,2017,10,54.0
Никель,2017,11,75.0
Никель,2017,12,64.0
Никель,2018,1,64.0
Никель,2018,2,70.0
Никель,2018,3,55.0
Никель,2018,4,60.0
Никель,2018,7,62.0
Никель,2018,8,50.0
Никель,2018,9,59.0
Никель,2018,10,52.0
Никель,2018,11,60.0
Никель,2018,12,55.5
Никель,2019,1,59.5
Никель,2019,2,63.0
Никель,2019,3,56.0
Никель,2019,4,70.0
Никель,2019,7,50.0
Никель,2019,8,55.0
Никель,2019,9,57.333333333333336
Никель,2019,10,50.0
Никель,2019,12,55.0
Никель,2020,1,54.0
Никель,2020,4,87.5
Никель,2020,5,87.33333333333333
Никель,2020,7,52.0
Никель,2020,10,63.0
Никель,2020,11,64.5
Никель,2020,12,56.5
Никель,2021,1,91.5
Никель,2021,2,56.5
Никель,2021,3,53.5
Никель,2021,4,87.66666666666667
Никель,2021,5,61.0
Никель,2021,7,58.0
Нитрит-ионы,2008,1,115.2
Нитрит-ионы,2008,3,73.0
Нитрит-ионы,2009,2,72.0
Нитрит-ионы,2009,3,78.5
Нитрит-ионы,2009,4,102.25
Нитрит-ионы,2009,5,91.0
Нитрит-ионы,2009,6,134.0
Нитрит-ионы,2009,7,63.75
Нитрит-ионы,2009,8,168.0
Нитрит-ионы,2009,11,95.0
Нитрит-ионы,2010,4,51.0
Нитрит-ионы,2010,7,62.5
Нитрит-ионы,2010,10,120.0
Нитрит-ионы,2011,2,194.0
Нитрит-ионы,2011,4,64.33333333333333
Нитрит-ионы,2011,7,82.5
Нитрит-ионы,2011,8,56.0
Нитрит-ионы,2011,9,70.5
Нитрит-ионы,2011,10,71.0
Нитрит-ионы,2012,3,81.0
Нитрит-ионы,2012,8,61.666666666666664
Нитрит-ионы,2013,2,55.0
Нитрит-ионы,2013,3,64.0
Нитрит-ионы,2013,9,71.0
Нитрит-ионы,2014,8,113.0
Нитрит-ионы,2015,5,57.0
Нитрит-ионы,2015,6,62.0
Нитрит-ионы,2015,7,135.5
Нитрит-ионы,2015,9,124.0
Нитрит-ионы,2015,11,165.0
Нитрит-ионы,2017,4,59.0
Нитрит-ионы,2017,8,76.0
Нитрит-ионы,2019,6,85.0
Нитрит-ионы,2019,9,100.0
Нитрит-ионы,2020,7,62.0
Нитрит-ионы,2020,10,75.0
Нитрит-ионы,2021,3,113.83333333333333
Нитрит-ионы,2021,4,61.0
Нитрит-ионы,2021,7,206.0
Растворенный кислород,2008,1,1.5699999999999998
Растворенный кислород,2008,3,1.8233333333333333
Растворенный кислород,2008,4,0.8825000000000001
Растворенный кислород,2008,5,1.23
Растворенный кислород,2008,6,0.0
Растворенный кислород,2008,7,1.14
Растворенный кислород,2008,8,1.68
Растворенный кислород,2008,9,1.285
Растворенный кислород,2008,10,0.049
Растворенный кислород,2008,12,1.61
Растворенный кислород,2009,1,1.2933333333333332
Растворенный кислород,2009,2,1.6775
Растворенный кислород,2009,3,1.532857142857143
Растворенный кислород,2009,4,1.61
Растворенный кислород,2009,5,0.86
Растворенный кислород,2009,6,1.08
Растворенный кислород,2009,7,1.4275
Растворенный кислород,2009,8,0.82
Растворенный кислород,2009,9,1.3
Растворенный кислород,2009,10,0.65
Растворенный кислород,2010,1,1.6
Растворенный кислород,2010,2,1.5875000000000001
Растворенный кислород,2010,3,1.333333333333333
Растворенный кислород,2010,4,1.78375
Растворенный кислород,2010,5,0.44999999999999996
Растворенный кислород,2010,6,1.0
Растворенный кислород,2010,7,0.5866666666666667
Растворенный кислород,2010,8,1.0933333333333333
Растворенный кислород,2010,9,1.3050000000000002
Растворенный кислород,2010,11,0.58
Растворенный кислород,2011,1,1.2766666666666666
Растворенный кислород,2011,2,1.59375
Растворенный кислород,2011,3,1.2666666666666666
Растворенный кислород,2011,4,0.267
Растворенный кислород,2011,5,0.59
Растворенный кислород,2011,7,1.5466666666666669
Растворенный кислород,2011,8,1.9249999999999998
Растворенный кислород,2011,9,1.215
Растворенный кислород,2011,10,1.3
Растворенный кислород,2012,1,1.3466666666666667
Растворенный кислород,2012,2,1.375
Растворенный кислород,2012,3,1.2650000000000001
Растворенный кислород,2012,4,1.605
Растворенный кислород,2012,5,1.94
Растворенный кислород,2012,6,0.82
Растворенный кислород,2012,7,1.16
Растворенный кислород,2012,8,1.135
Растворенный кислород,2012,9,0.59
Растворенный кислород,2013,1,1.1800000000000002
Растворенный кислород,2013,2,1.5844444444444443
Растворенный кислород,2013,3,1.6525
Растворенный кислород,2013,4,1.91
Растворенный кислород,2013,5,0.9033333333333333
Растворенный кислород,2013,6,0.8633333333333333
Растворенный кислород,2013,7,1.2885714285714285
Растворенный кислород,2013,8,1.5
Растворенный кислород,2013,11,1.8
Растворенный кислород,2014,1,0.6
Растворенный кислород,2014,2,1.4380000000000002
Растворенный кислород,2014,3,1.3971428571428572
Растворенный кислород,2014,4,1.75
Растворенный кислород,2014,6,1.75
Растворенный кислород,2014,7,0.8125
Растворенный кислород,2014,10,1.65
Растворенный кислород,2014,12,1.4
Растворенный кислород,2015,1,1.24
Растворенный кислород,2015,2,1.4
Растворенный кислород,2015,3,1.3
Растворенный кислород,2015,4,1.56
Растворенный кислород,2015,5,2.0
Растворенный кислород,2015,6,0.775
Растворенный кислород,2015,7,0.7434782608695653
Растворенный кислород,2015,8,1.475
Растворенный кислород,2015,9,0.9714285714285715
Растворенный кислород,2015,10,0.75
Растворенный кислород,2015,11,1.25
Растворенный кислород,2015,12,0.4
Растворенный кислород,2016,1,1.4333333333333333
Растворенный кислород,2016,2,1.5583333333333336
Растворенный кислород,2016,3,1.49
Растворенный кислород,2016,5,0.685
Растворенный кислород,2016,6,2.0
Растворенный кислород,2016,7,0.8400000000000003
Растворенный кислород,2016,8,0.74
Растворенный кислород,2016,9,0.7333333333333334
Растворенный кислород,2016,10,1.37
Растворенный кислород,2016,11,1.65
Растворенный кислород,2016,12,1.525
Растворенный кислород,2017,1,1.56
Растворенный кислород,2017,2,1.4400000000000002
Растворенный кислород,2017,3,1.0
Растворенный кислород,2017,4,0.9800000000000001
Растворенный кислород,2017,5,0.7666666666666666
Растворенный кислород,2017,7,0.3450000000000001
Растворенный кислород,2017,8,0.25714285714285706
Растворенный кислород,2017,9,0.4732432432432433
Растворенный кислород,2017,10,0.625
Растворенный кислород,2017,11,0.6
Растворенный кислород,2018,1,1.42
Растворенный кислород,2018,2,1.4875
Растворенный кислород,2018,3,1.5374999999999999
Растворенный кислород,2018,4,1.4714285714285715
Растворенный кислород,2018,5,1.65
Растворенный кислород,2018,6,0.3690909090909091
Растворенный кислород,2018,7,0.35714285714285704
Растворенный кислород,2018,8,0.23125
Растворенный кислород,2018,9,0.490909090909091
Растворенный кислород,2018,10,0.6692307692307692
Растворенный кислород,2018,11,1.8
Растворенный кислород,2018,12,0.6
Растворенный кислород,2019,1,1.325
Растворенный кислород,2019,2,1.4555555555555555
Растворенный кислород,2019,3,1.492857142857143
Растворенный кислород,2019,4,1.5
Растворенный кислород,2019,5,0.16
Растворенный кислород,2019,6,0.23483870967741935
Растворенный кислород,2019,7,0.295483870967742
Растворенный кислород,2019,8,0.4121212121212124
Растворенный кислород,2019,9,0.3841176470588237
Растворенный кислород,2019,10,0.75
Растворенный кислород,2019,12,0.7
Растворенный кислород,2020,2,1.9
Растворенный кислород,2020,3,1.6400000000000001
Растворенный кислород,2020,4,2.0
Растворенный кислород,2020,6,0.42105263157894746
Растворенный кислород,2020,7,0.9114285714285713
Растворенный кислород,2020,8,0.5418181818181818
Растворенный кислород,2020,9,0.49433333333333335
Растворенный кислород,2020,10,0.6503225806451612
Растворенный кислород,2020,11,0.64
Растворенный кислород,2021,1,1.4
Растворенный кислород,2021,2,1.4877777777777779
Растворенный кислород,2021,3,1.2357142857142858
Растворенный кислород,2021,4,1.0866666666666667
Растворенный кислород,2021,5,1.6
Растворенный кислород,2021,6,1.3133333333333332
Растворенный кислород,2021,7,0.42400000000000004
Растворенный кислород,2021,8,0.4254054054054056
Ртуть,2008,3,61.5
Ртуть,2008,4,12.5
Ртуть,2009,1,9.5
Ртуть,2009,2,13.0
Ртуть,2009,11,6.0
Ртуть,2009,12,6.0
Ртуть,2010,1,7.5
Ртуть,2010,2,5.0
Ртуть,2010,6,6.0
Ртуть,2010,7,6.9
Ртуть,2010,8,6.0
Ртуть,2010,9,7.0
Ртуть,2010,11,6.0
Ртуть,2011,1,11.0
Ртуть,2011,2,11.0
Ртуть,2011,12,8.0
Ртуть,2012,1,7.0
Ртуть,2012,2,8.0
Ртуть,2012,4,8.0
Ртуть,2012,10,6.5
Ртуть,2012,11,6.0
Ртуть,2012,12,5.5
Ртуть,2013,1,13.0
Ртуть,2013,2,8.0
Ртуть,2013,3,5.0
Ртуть,2013,11,6.0
Ртуть,2014,2,7.0
Ртуть,2014,3,6.0
Ртуть,2014,4,7.0
Ртуть,2014,5,12.0
Ртуть,2014,6,8.0
Ртуть,2014,8,5.0
Ртуть,2015,1,8.0
Ртуть,2015,2,9.0
Ртуть,2015,4,7.0
Ртуть,2015,5,11.0
Ртуть,2015,6,7.333333333333333
Ртуть,2015,11,5.0
Ртуть,2016,2,6.5
Ртуть,2016,3,6.0
Ртуть,2016,4,6.0
Ртуть,2016,5,6.0
Ртуть,2016,6,8.0
Ртуть,2016,7,6.0
Ртуть,2016,8,9.0
Ртуть,2017,1,6.0
Ртуть,2017,6,5.0
Ртуть,2017,7,5.0
Ртуть,2017,8,5.0
Ртуть,2017,10,5.0
Ртуть,2018,2,7.0
Ртуть,2018,3,5.0
Ртуть,2018,4,6.5
Ртуть,2018,6,7.75
Ртуть,2018,7,5.0
Ртуть,2019,2,20.0
Ртуть,2019,7,5.0
Ртуть,2019,8,5.0
Ртуть,2019,9,11.5
Ртуть,2019,10,11.5
Ртуть,2020,4,7.0
Ртуть,2020,6,8.0
Ртуть,2020,8,5.0
Ртуть,2020,9,17.0
Ртуть,2021,2,5.0
Ртуть,2021,5,8.0
Ртуть,2021,6,5.0
Ртуть,2021,7,6.0
Свинец,2008,7,38.0
Свинец,2009,9,6.0
Свинец,2009,10,8.0
Свинец,2010,8,6.0
Свинец,2012,2,8.0
Свинец,2013,6,21.0
Свинец,2014,8,25.5
Свинец,2015,7,6.0
Свинец,2015,8,9.0
Свинец,2015,9,5.0
Свинец,2015,10,6.5
Свинец,2016,3,5.5
Свинец,2016,6,12.0
Свинец,2016,7,6.333333333333333
Свинец,2016,9,6.5
Свинец,2016,10,10.0
Свинец,2017,9,5.0
Свинец,2018,5,7.5
Свинец,2018,7,6.0
Свинец,2018,8,5.0
Свинец,2018,9,7.0
Свинец,2018,10,8.0
Свинец,2019,6,6.0
Свинец,2019,10,5.0
Свинец,2020,7,5.0
Свинец,2021,2,13.0
Сульфиды и сероводород,2008,1,8.0E-4
Сульфиды и сероводород,2008,2,0.0045
Сульфиды и сероводород,2008,3,0.028233333333333336
Сульфиды и сероводород,2008,4,0.001
Сульфиды и сероводород,2008,8,0.0011
Сульфиды и сероводород,2008,9,0.182
Сульфиды и сероводород,2008,10,6.0E-4
Сульфиды и сероводород,2008,11,6.0E-4
Сульфиды и сероводород,2008,12,0.0022
Сульфиды и сероводород,2009,1,0.00365
Сульфиды и сероводород,2009,2,1.6
Сульфиды и сероводород,2009,3,0.014
Сульфиды и сероводород,2009,9,9.0E-4
Сульфиды и сероводород,2010,3,0.135
Сульфиды и сероводород,2010,6,0.0017
Сульфиды и сероводород,2010,8,52.002
Сульфиды и сероводород,2011,2,73.0
Сульфиды и сероводород,2011,3,103.0
Сульфиды и сероводород,2012,8,0.0099
Сульфиды и сероводород,2013,3,110.5
Сульфиды и сероводород,2014,3,0.27
Сульфиды и сероводород,2014,10,115.0
Сульфиды и сероводород,2015,3,170.0
Сульфиды и сероводород,2015,11,63.0
Сульфиды и сероводород,2017,3,55.0
Сульфиды и сероводород,2018,3,81.0
Сульфиды и сероводород,2018,10,87.0
Сульфиды и сероводород,2020,6,427.0
Фенол,2009,1,60.0
Фенол,2009,2,83.0
Фенол,2009,4,58.0
Фенол,2009,7,61.0
Фенол,2010,7,62.0
Фенол,2010,8,81.0
Фенол,2010,9,64.0
Фенол,2010,10,57.0
Фенол,2011,1,152.0
Фенол,2011,2,90.0
Фенол,2011,5,51.0
Фенол,2011,6,63.0
Фенол,2011,7,118.0
Фенол,2011,8,106.0
Фенол,2011,9,65.0
Фенол,2011,10,63.0
Фенол,2011,11,60.0
Фенол,2011,12,57.0
Фенол,2012,2,51.0
Фенол,2012,9,65.0
Фенол,2013,1,114.0
Фенол,2013,2,103.0
Фенол,2013,4,51.0
Фенол,2014,1,73.0
Фенол,2014,2,56.0
Фенол,2015,2,59.0
Фенол,2016,1,64.0
Фенол,2016,11,77.0
Фенол,2016,12,246.0
Фенол,2017,1,92.0
Фенол,2017,2,133.0
Фенол,2017,3,125.0
Фенол,2017,4,55.0
Фенол,2017,5,126.0
Фенол,2017,12,72.0
Фенол,2018,1,104.0
Фенол,2018,2,166.0
Фенол,2018,3,126.0
Фенол,2018,4,149.0
Фенол,2018,7,877.5
Фенол,2018,11,52.0
Фенол,2018,12,136.5
Фенол,2019,2,140.0
Фенол,2019,3,154.0
Фенол,2019,6,200.0
Фенол,2019,9,100.0
Фенол,2019,10,145.0
Фенол,2019,11,4420.0
Фенол,2019,12,64.0
Фенол,2020,1,108.0
Фенол,2020,2,65.0
Фенол,2020,8,57.0
Фенол,2020,9,44.0
Фенол,2020,10,120.0
Фенол,2020,12,61.0
Фенол,2021,1,53.0
Фенол,2021,3,111.0
Фенол,2021,6,200.0
Фенол,2021,7,60.0
Формальдегид,2016,3,12.0
Формальдегид,2016,10,6.0
Формальдегид,2020,7,5.0
Фосфаты,2008,9,65.0
Фосфаты,2009,6,50.0
Фосфаты,2010,5,1012.0
Фосфаты,2010,7,74.33
Фосфаты,2010,9,113.0
Фосфаты,2011,7,66.0
Фосфаты,2015,8,70.0
Фосфаты,2017,9,149.0
Фосфаты,2018,4,52.0
ХПК,2011,4,79.0
ХПК,2012,3,67.0
ХПК,2013,5,70.0
ХПК,2016,12,86.0
ХПК,2017,8,98.0
ХПК,2018,7,66.0
ХПК,2019,9,57.0
Хром (VI),2012,9,74.16666666666667
Хром (VI),2014,11,75.0
Хром (VI),2016,12,73.66666666666667
Хром (VI),2017,8,86.0
Хром (VI),2019,6,122.0
Хром (VI),2019,7,235.0
Хром (VI),2020,3,72.0
Циклогексанол,2020,10,451.0
Цинк,2008,4,68.5
Цинк,2010,2,99.33333333333333
Цинк,2010,3,125.0
Цинк,2010,4,69.14285714285714
Цинк,2010,5,54.0
Цинк,2010,6,74.0
Цинк,2010,10,106.5
Цинк,2010,11,2095.0
Цинк,2011,3,82.0
Цинк,2011,9,167.0
Цинк,2011,10,127.0
Цинк,2011,11,81.5
Цинк,2011,12,61.5
Цинк,2012,2,155.0
Цинк,2012,6,225.0
Цинк,2012,7,64.0
Цинк,2012,8,51.5
Цинк,2012,11,67.0
Цинк,2013,5,59.0
Цинк,2013,6,155.0
Цинк,2013,7,67.0
Цинк,2014,1,60.0
Цинк,2014,3,51.0
Цинк,2014,4,56.0
Цинк,2014,6,69.0
Цинк,2014,10,63.0
Цинк,2014,11,52.0
Цинк,2015,3,65.0
